;id;unvan;gorevyeri;anahtarkelime;anahtarkelime2;ilgi
0;26096;PROFESÖR;SAKARYA ÜNİVERSİTESİ/FEN-EDEBİYAT FAKÜLTESİ/KİMYA BÖLÜMÜ/ANALİTİK KİMYA ANABİLİM DALI/;Fen Bilimleri ve Matematik Temel Alanı;Kimya;" Nanoteknoloji ; Spektroskopi ; Su ve Atıksu Arıtma"
1;1463;PROFESÖR;SAKARYA ÜNİVERSİTESİ/İLAHİYAT FAKÜLTESİ/TEMEL İSLAM BİLİMLERİ BÖLÜMÜ/HADİS ANABİLİM DALI/;İlahiyat Temel Alanı;Temel İslam Bilimleri;" Hadis ; Tasavvuf "
2;137961;PROFESÖR;SAKARYA ÜNİVERSİTESİ/İLAHİYAT FAKÜLTESİ/FELSEFE VE DİN BİLİMLERİ BÖLÜMÜ/DİN PSİKOLOJİSİ ANABİLİM DALI/;İlahiyat Temel Alanı;Felsefe ve Din Bilimleri; Din Psikolojisi
3;194926;PROFESÖR;SAKARYA ÜNİVERSİTESİ/TIP FAKÜLTESİ/CERRAHİ TIP BİLİMLERİ BÖLÜMÜ/GÖĞÜS CERRAHİSİ ANABİLİM DALI/;Sağlık Bilimleri Temel Alanı;Göğüs Cerrahisi;
4;10868;PROFESÖR;SAKARYA ÜNİVERSİTESİ/SİYASAL BİLGİLER FAKÜLTESİ/ÇALIŞMA EKONOMİSİ VE ENDÜSTRİ İLİŞKİLERİ BÖLÜMÜ/İNSAN KAYNAKLARI YÖNETİMİ ANABİLİM DALI/;Sosyal-Beşeri ve İdari Bilimler Temel Alanı;Sosyal Politika;" Çalışma Psikolojisi ; Çalışma Ekonomisi ve İktisadi Demografi ; Bölgesel Gelişme ve Küreselleşme"
5;3796;PROFESÖR;SAKARYA ÜNİVERSİTESİ/MÜHENDİSLİK FAKÜLTESİ/METALURJİ VE MALZEME MÜHENDİSLİĞİ BÖLÜMÜ/METALURJİ VE MALZEME MÜHENDİSLİĞİ ANABİLİM DALI/;Mühendislik Temel Alanı;Malzeme ve Metalurji Mühendisliği;" Malzeme Üretim Teknolojileri ; Kaplama Teknolojisi ; Üretim Metalurjisi"
6;136050;PROFESÖR;SAKARYA ÜNİVERSİTESİ/MÜHENDİSLİK FAKÜLTESİ/GIDA MÜHENDİSLİĞİ BÖLÜMÜ/GIDA MÜHENDİSLİĞİ ANABİLİM DALI/;Mühendislik Temel Alanı;Gıda Bilimleri ve Mühendisliği;" Süt Teknolojisi ; Gıda Teknolojileri ; Gıda Bilimi"
7;30771;PROFESÖR;SAKARYA ÜNİVERSİTESİ/İLAHİYAT FAKÜLTESİ/TEMEL İSLAM BİLİMLERİ BÖLÜMÜ/ARAP DİLİ VE BELAGATI ANABİLİM DALI/;İlahiyat Temel Alanı;Temel İslam Bilimleri; Arap Dili ve Belâgati
8;136836;PROFESÖR;SAKARYA ÜNİVERSİTESİ/İLETİŞİM FAKÜLTESİ/İLETİŞİM TASARIMI VE MEDYA BÖLÜMÜ/İLETİŞİM TASARIMI VE MEDYA ANABİLİM DALI/;Eğitim Bilimleri ve Öğretmen Yetiştirme Temel Alanı;Eğitim Bilimleri;" Eğitim Programları ve Öğretim ; Eğitimin Sosyal ve Tarihi Temelleri ; Eğitim Sosyolojisi"
9;153321;PROFESÖR;SAKARYA ÜNİVERSİTESİ/TIP FAKÜLTESİ/CERRAHİ TIP BİLİMLERİ BÖLÜMÜ/ÜROLOJİ ANABİLİM DALI/;Sağlık Bilimleri Temel Alanı;Üroloji;
10;2994;PROFESÖR;SAKARYA ÜNİVERSİTESİ/MÜHENDİSLİK FAKÜLTESİ/MAKİNE MÜHENDİSLİĞİ BÖLÜMÜ/MAKİNE MÜHENDİSLİĞİ ANABİLİM DALI/;Mühendislik Temel Alanı;Makine Mühendisliği;" Kaynak Teknolojileri ; Malzeme Tasarım ve Davranışları"
11;138050;PROFESÖR;SAKARYA ÜNİVERSİTESİ/MÜHENDİSLİK FAKÜLTESİ/METALURJİ VE MALZEME MÜHENDİSLİĞİ BÖLÜMÜ/METALURJİ VE MALZEME MÜHENDİSLİĞİ ANABİLİM DALI/;Mühendislik Temel Alanı;Malzeme ve Metalurji Mühendisliği;" Döküm Teknolojileri ; Metal Alaşımlar ; Malzeme Üretim Teknolojileri"
12;109185;PROFESÖR;SAKARYA ÜNİVERSİTESİ/BİLGİSAYAR VE BİLİŞİM BİLİMLERİ FAKÜLTESİ/YAZILIM MÜHENDİSLİĞİ BÖLÜMÜ/YAZILIM MÜHENDİSLİĞİ ANABİLİM DALI/;Mühendislik Temel Alanı;Bilgisayar Bilimleri ve Mühendisliği;" Paralel ve Dağıtık Sistemler ; Gömülü Sistemler ; Bilgisayar Sistem Yapısı ve Donanımı"
13;13368;PROFESÖR;SAKARYA ÜNİVERSİTESİ/FEN-EDEBİYAT FAKÜLTESİ/KİMYA BÖLÜMÜ/ORGANİK KİMYA ANABİLİM DALI/;Fen Bilimleri ve Matematik Temel Alanı;Kimya;" Organik Kimya ; Polimer Bilimi ; Katalizörler ve Katalitik Tepkimeler"
14;25758;PROFESÖR;SAKARYA ÜNİVERSİTESİ/İŞLETME FAKÜLTESİ/İŞLETME BÖLÜMÜ/MUHASEBE VE FİNANSMAN ANABİLİM DALI/;Sosyal-Beşeri ve İdari Bilimler Temel Alanı;Muhasebe;" Yönetim ve Maliyet Muhasebesi  ; Finansal Muhasebe  ; Muhasebe Tarihi"
15;112489;PROFESÖR;SAKARYA ÜNİVERSİTESİ/MÜHENDİSLİK FAKÜLTESİ/METALURJİ VE MALZEME MÜHENDİSLİĞİ BÖLÜMÜ/METALURJİ VE MALZEME MÜHENDİSLİĞİ ANABİLİM DALI/;Mühendislik Temel Alanı;Malzeme ve Metalurji Mühendisliği;" Polimerik Malzemeler ; Kompozit Malzemeler ; Malzeme Bilimi"
16;20995;PROFESÖR;SAKARYA ÜNİVERSİTESİ/FEN-EDEBİYAT FAKÜLTESİ/SOSYOLOJİ BÖLÜMÜ/UYGULAMALI SOSYOLOJİ ANABİLİM DALI/;Sosyal-Beşeri ve İdari Bilimler Temel Alanı;Sosyoloji;
17;108518;PROFESÖR;SAKARYA ÜNİVERSİTESİ/SİYASAL BİLGİLER FAKÜLTESİ/ULUSLARARASI İLİŞKİLER BÖLÜMÜ/SİYASİ TARİH ANABİLİM DALI/;Sosyal-Beşeri ve İdari Bilimler Temel Alanı;Uluslararası İlişkiler;" Türk Dış Politikası ; Uluslararası İlişkiler Kuramları ; Ortadoğu Çalışmaları"
18;3632;PROFESÖR;SAKARYA ÜNİVERSİTESİ/TIP FAKÜLTESİ/DAHİLİ TIP BİLİMLERİ BÖLÜMÜ/İÇ HASTALIKLARI ANABİLİM DALI/;Sağlık Bilimleri Temel Alanı;İç Hastalıkları;
19;136482;PROFESÖR;SAKARYA ÜNİVERSİTESİ/FEN-EDEBİYAT FAKÜLTESİ/BİYOLOJİ BÖLÜMÜ/GENEL BİYOLOJİ ANABİLİM DALI/;Fen Bilimleri ve Matematik Temel Alanı;Biyoloji;" Ekoloji ; Hayvan Sistematiği ; Davranış Biyolojisi"
20;171580;PROFESÖR;SAKARYA ÜNİVERSİTESİ/TIP FAKÜLTESİ/CERRAHİ TIP BİLİMLERİ BÖLÜMÜ/ANESTEZİYOLOJİ REANİMASYON ANABİLİM DALI/;Sağlık Bilimleri Temel Alanı;Anesteziyoloji ve Reanimasyon;
21;169037;PROFESÖR;SAKARYA ÜNİVERSİTESİ/EĞİTİM FAKÜLTESİ/EĞİTİM BİLİMLERİ BÖLÜMÜ/REHBERLİK VE PSİKOLOJİK DANIŞMANLIK ANABİLİM DALI/;Eğitim Bilimleri ve Öğretmen Yetiştirme Temel Alanı;Eğitim Bilimleri;" Eğitim Psikolojisi ; Yetişkin Eğitimi ; Eğitim Sosyolojisi"
22;7876;PROFESÖR;SAKARYA ÜNİVERSİTESİ/FEN-EDEBİYAT FAKÜLTESİ/KİMYA BÖLÜMÜ/ANALİTİK KİMYA ANABİLİM DALI/;Fen Bilimleri ve Matematik Temel Alanı;Kimya;" Analitik Kimya ; Nanoteknoloji ; Elektrokimya"
23;36547;PROFESÖR;SAKARYA ÜNİVERSİTESİ/MÜHENDİSLİK FAKÜLTESİ/MAKİNE MÜHENDİSLİĞİ BÖLÜMÜ/MAKİNE MÜHENDİSLİĞİ ANABİLİM DALI/;Mühendislik Temel Alanı;Makine Mühendisliği;" Katı Cisimler Mekaniği ; Kırılma Mekaniği ; Sonlu Elemanlar Analizi"
24;28153;PROFESÖR;SAKARYA ÜNİVERSİTESİ/MÜHENDİSLİK FAKÜLTESİ/METALURJİ VE MALZEME MÜHENDİSLİĞİ BÖLÜMÜ/METALURJİ VE MALZEME MÜHENDİSLİĞİ ANABİLİM DALI/;Mühendislik Temel Alanı;Malzeme ve Metalurji Mühendisliği;" Seramik Malzemeler ; Toz Metalurjisi ; Malzeme Bilimi"
25;4654;PROFESÖR;SAKARYA ÜNİVERSİTESİ/TIP FAKÜLTESİ/DAHİLİ TIP BİLİMLERİ BÖLÜMÜ/RUH SAĞLIĞI VE HASTALIKLARI ANABİLİM DALI/;Sağlık Bilimleri Temel Alanı;Ruh Sağlığı ve Hastalıkları;
26;39613;PROFESÖR;SAKARYA ÜNİVERSİTESİ/İLAHİYAT FAKÜLTESİ/TEMEL İSLAM BİLİMLERİ BÖLÜMÜ/TEFSİR ANABİLİM DALI/;İlahiyat Temel Alanı;Temel İslam Bilimleri;" Tefsir ; Kur’an-ı Kerim Okuma ve Kıraat"
27;108877;PROFESÖR;SAKARYA ÜNİVERSİTESİ/EĞİTİM FAKÜLTESİ/TÜRKÇE VE SOSYAL BİLİMLER EĞİTİMİ BÖLÜMÜ/TÜRKÇE EĞİTİMİ ANABİLİM DALI/;Eğitim Bilimleri ve Öğretmen Yetiştirme Temel Alanı;Türkçe Eğitimi; Türkçe Eğitimi
28;136996;PROFESÖR;SAKARYA ÜNİVERSİTESİ/FEN-EDEBİYAT FAKÜLTESİ/KİMYA BÖLÜMÜ/ORGANİK KİMYA ANABİLİM DALI/;Fen Bilimleri ve Matematik Temel Alanı;Kimya; Organik Kimya
29;3912;PROFESÖR;SAKARYA ÜNİVERSİTESİ/FEN-EDEBİYAT FAKÜLTESİ/TARİH BÖLÜMÜ/OSMANLI MÜESSESELERİ VE MEDENİYETİ TARİHİ ANABİLİM DALI/;Sosyal-Beşeri ve İdari Bilimler Temel Alanı;Osmanlı Kurumları ve Medeniyeti;" Osmanlı Sosyo- Ekonomik Tarihi ; Osmanlı Merkez Teşkilatı ; Osmanlı Toplumu"
30;44821;PROFESÖR;SAKARYA ÜNİVERSİTESİ/FEN-EDEBİYAT FAKÜLTESİ/ALMAN DİLİ VE EDEBİYATI BÖLÜMÜ/ALMAN DİLİ VE EDEBİYATI ANABİLİM DALI/;Filoloji Temel Alanı;Dünya Dilleri ve Edebiyatları; Alman Dili ve Edebiyatı
31;3738;PROFESÖR;SAKARYA ÜNİVERSİTESİ/TIP FAKÜLTESİ/CERRAHİ TIP BİLİMLERİ BÖLÜMÜ/KADIN HASTALIKLARI VE DOĞUM ANABİLİM DALI/;Sağlık Bilimleri Temel Alanı;Perinatoloji;
32;137644;PROFESÖR;SAKARYA ÜNİVERSİTESİ/MÜHENDİSLİK FAKÜLTESİ/ELEKTRİK-ELEKTRONİK MÜHENDİSLİĞİ BÖLÜMÜ/ELEKTRİK-ELEKTRONİK MÜHENDİSLİĞİ ANABİLİM DALI/;Mühendislik Temel Alanı;Elektrik-Elektronik Mühendisliği;" Haberleşme ; İşaret İşleme"
33;9188;PROFESÖR;SAKARYA ÜNİVERSİTESİ/TIP FAKÜLTESİ/DAHİLİ TIP BİLİMLERİ BÖLÜMÜ/RUH SAĞLIĞI VE HASTALIKLARI ANABİLİM DALI/;Sağlık Bilimleri Temel Alanı;Ruh Sağlığı ve Hastalıkları;
34;137963;PROFESÖR;SAKARYA ÜNİVERSİTESİ/İLAHİYAT FAKÜLTESİ/FELSEFE VE DİN BİLİMLERİ BÖLÜMÜ/İSLAM FELSEFESİ ANABİLİM DALI/;İlahiyat Temel Alanı;Felsefe ve Din Bilimleri;" İslam Felsefesi ; Din Sosyolojisi ; Din Eğitimi"
35;204208;PROFESÖR;SAKARYA ÜNİVERSİTESİ/TIP FAKÜLTESİ/DAHİLİ TIP BİLİMLERİ BÖLÜMÜ/İÇ HASTALIKLARI ANABİLİM DALI/;Sağlık Bilimleri Temel Alanı;Gastroenteroloji;
36;8266;PROFESÖR;SAKARYA ÜNİVERSİTESİ/TIP FAKÜLTESİ/DAHİLİ TIP BİLİMLERİ BÖLÜMÜ/NÖROLOJİ ANABİLİM DALI/;;;
37;125846;PROFESÖR;SAKARYA ÜNİVERSİTESİ/TIP FAKÜLTESİ/DAHİLİ TIP BİLİMLERİ BÖLÜMÜ/FİZİK TEDAVİ VE REHABİLİTASYON ANABİLİM DALI/;Sağlık Bilimleri Temel Alanı;Fiziksel Tıp ve Rehabilitasyon;
38;13214;PROFESÖR;SAKARYA ÜNİVERSİTESİ/MÜHENDİSLİK FAKÜLTESİ/ELEKTRİK-ELEKTRONİK MÜHENDİSLİĞİ BÖLÜMÜ/ELEKTRİK-ELEKTRONİK MÜHENDİSLİĞİ ANABİLİM DALI/;Mühendislik Temel Alanı;Elektrik-Elektronik Mühendisliği;" Kontrol Teorisi ve Uygulamaları ; Güç Elektroniği ; Gömülü Sistemler"
39;122876;PROFESÖR;SAKARYA ÜNİVERSİTESİ/İŞLETME FAKÜLTESİ/YÖNETİM BİLİŞİM SİSTEMLERİ BÖLÜMÜ/YÖNETİM BİLİŞİM SİSTEMLERİ ANABİLİM DALI/;Sosyal-Beşeri ve İdari Bilimler Temel Alanı;Yönetim Bilişim Sistemleri;" Bilgi Yönetimi ; Bilişim Sistemleri ; Teknoloji ve Yenilik Yönetimi"
40;4693;PROFESÖR;SAKARYA ÜNİVERSİTESİ/SANAT, TASARIM VE MİMARLIK FAKÜLTESİ/GELENEKSEL TÜRK SANATLARI BÖLÜMÜ/TEZHİP ANASANAT DALI/;Güzel Sanatlar Temel Alanı;Geleneksel Türk Sanatları;" Tezhip ; Minyatür ; Çini"
41;30003;PROFESÖR;SAKARYA ÜNİVERSİTESİ/EĞİTİM FAKÜLTESİ/TEMEL EĞİTİM BÖLÜMÜ/OKUL ÖNCESİ EĞİTİMİ ANABİLİM DALI/;Sosyal-Beşeri ve İdari Bilimler Temel Alanı;Çocuk Gelişimi;" Çocuk Gelişimi Eğitimi ; Okul Öncesi Eğitimi ; Özel Eğitim"
42;6079;PROFESÖR;SAKARYA ÜNİVERSİTESİ/İLETİŞİM FAKÜLTESİ/İLETİŞİM TASARIMI VE MEDYA BÖLÜMÜ/İLETİŞİM TASARIMI VE MEDYA ANABİLİM DALI/;Eğitim Bilimleri ve Öğretmen Yetiştirme Temel Alanı;Bilgisayar ve Öğretim Teknolojileri Eğitimi;" Eğitim Teknolojileri ; Bilişim Teknolojileri Eğitimi ; Uzaktan Eğitim Tasarımı ve Yönetimi"
43;9872;PROFESÖR;SAKARYA ÜNİVERSİTESİ/SİYASAL BİLGİLER FAKÜLTESİ/İKTİSAT BÖLÜMÜ/İKTİSAT TEORİSİ ANABİLİM DALI/;Sosyal-Beşeri ve İdari Bilimler Temel Alanı;Makro İktisat;" Büyüme ; Enflasyon ; Para Politikası"
44;103166;PROFESÖR;SAKARYA ÜNİVERSİTESİ/FEN-EDEBİYAT FAKÜLTESİ/FİZİK BÖLÜMÜ/YÜKSEK ENERJİ VE PLAZMA FİZİĞİ ANABİLİM DALI/;Fen Bilimleri ve Matematik Temel Alanı;Fizik;" Nükleer Fizik ; Yüksek Enerji ve Parçacık Fiziği"
45;136138;PROFESÖR;SAKARYA ÜNİVERSİTESİ/İŞLETME FAKÜLTESİ/İŞLETME BÖLÜMÜ/SAYISAL YÖNTEMLER ANABİLİM DALI/;Sosyal-Beşeri ve İdari Bilimler Temel Alanı;Nicel Karar Yöntemleri;" İstatistiksel Analiz Ve Uygulamalar ; Zaman Serileri Analizi"
46;21027;PROFESÖR;SAKARYA ÜNİVERSİTESİ/FEN-EDEBİYAT FAKÜLTESİ/TÜRK DİLİ VE EDEBİYATI BÖLÜMÜ/ESKİ TÜRK EDEBİYATI ANABİLİM DALI/;Filoloji Temel Alanı;Klasik Türk Edebiyatı; Osmanlı Sahası Klasik Türk Edebiyatı
47;102008;PROFESÖR;SAKARYA ÜNİVERSİTESİ/TIP FAKÜLTESİ/TEMEL TIP BİLİMLERİ BÖLÜMÜ/BİYOFİZİK ANABİLİM DALI/;Sağlık Bilimleri Temel Alanı;Biyofizik;
48;2406;PROFESÖR;SAKARYA ÜNİVERSİTESİ/MÜHENDİSLİK FAKÜLTESİ/ÇEVRE MÜHENDİSLİĞİ BÖLÜMÜ/ÇEVRE MÜHENDİSLİĞİ ANABİLİM DALI/;Mühendislik Temel Alanı;Çevre Bilimleri ve Mühendisliği;" Su Kaynakları Yönetimi ; Su ve atıksu arıtma ; Çevre Sistemleri ve Modelleme"
49;139028;PROFESÖR;SAKARYA ÜNİVERSİTESİ/SİYASAL BİLGİLER FAKÜLTESİ/SİYASET BİLİMİ VE KAMU YÖNETİMİ BÖLÜMÜ/SİYASET VE SOSYAL BİLİMLER ANABİLİM DALI/;Sosyal-Beşeri ve İdari Bilimler Temel Alanı;Siyasal Düşünceler;" Siyaset Felsefesi ; Siyasi Düşünce Tarihi ; Siyasal Akımlar"
50;116855;PROFESÖR;SAKARYA ÜNİVERSİTESİ/TIP FAKÜLTESİ/TEMEL TIP BİLİMLERİ BÖLÜMÜ/FİZYOLOJİ ANABİLİM DALI/;Sağlık Bilimleri Temel Alanı;Fizyoloji;
51;153682;PROFESÖR;SAKARYA ÜNİVERSİTESİ/BİLGİSAYAR VE BİLİŞİM BİLİMLERİ FAKÜLTESİ/BİLGİSAYAR MÜHENDİSLİĞİ BÖLÜMÜ/BİLGİSAYAR MÜHENDİSLİĞİ ANABİLİM DALI/;Mühendislik Temel Alanı;Bilgisayar Bilimleri ve Mühendisliği; Bilgisayar ve İletişim Ağları
52;138085;PROFESÖR;SAKARYA ÜNİVERSİTESİ/BİLGİSAYAR VE BİLİŞİM BİLİMLERİ FAKÜLTESİ/BİLGİSAYAR MÜHENDİSLİĞİ BÖLÜMÜ/BİLGİSAYAR MÜHENDİSLİĞİ ANABİLİM DALI/;Mühendislik Temel Alanı;Bilgisayar Bilimleri ve Mühendisliği;" İnsan-Bilgisayar Etkileşimi ; Yapay Zeka ; Sanal Gerçeklik"
53;5709;PROFESÖR;SAKARYA ÜNİVERSİTESİ/MÜHENDİSLİK FAKÜLTESİ/METALURJİ VE MALZEME MÜHENDİSLİĞİ BÖLÜMÜ/METALURJİ VE MALZEME MÜHENDİSLİĞİ ANABİLİM DALI/;Mühendislik Temel Alanı;Malzeme ve Metalurji Mühendisliği;
54;139030;PROFESÖR;SAKARYA ÜNİVERSİTESİ/SİYASAL BİLGİLER FAKÜLTESİ/SİYASET BİLİMİ VE KAMU YÖNETİMİ BÖLÜMÜ/SİYASET VE SOSYAL BİLİMLER ANABİLİM DALI/;Sosyal-Beşeri ve İdari Bilimler Temel Alanı;Siyaset Bilimi;" Türk Siyasal Hayatı ; Siyaset Sosyolojisi ; Türk Dış Politikası"
55;108354;PROFESÖR;SAKARYA ÜNİVERSİTESİ/SAĞLIK BİLİMLERİ FAKÜLTESİ/HEMŞİRELİK BÖLÜMÜ/CERRAHİ HASTALIKLARI HEMŞİRELİĞİ ANABİLİM DALI/;Sağlık Bilimleri Temel Alanı;Cerrahi Hastalıklar Hemşireliği;
56;108589;PROFESÖR;SAKARYA ÜNİVERSİTESİ/FEN-EDEBİYAT FAKÜLTESİ/TARİH BÖLÜMÜ/YAKINÇAĞ TARİHİ ANABİLİM DALI/;Sosyal-Beşeri ve İdari Bilimler Temel Alanı;Yakınçağ Tarihi;
57;19291;PROFESÖR;SAKARYA ÜNİVERSİTESİ/TIP FAKÜLTESİ/TEMEL TIP BİLİMLERİ BÖLÜMÜ/TIBBİ BİYOLOJİ ANABİLİM DALI/;Sağlık Bilimleri Temel Alanı;Tıbbi Biyoloji;
58;119981;PROFESÖR;SAKARYA ÜNİVERSİTESİ/MÜHENDİSLİK FAKÜLTESİ/MAKİNE MÜHENDİSLİĞİ BÖLÜMÜ/MAKİNE MÜHENDİSLİĞİ ANABİLİM DALI/;Mühendislik Temel Alanı;Makine Mühendisliği;" Isı Transferi ; İçten Yanmalı Motorlar ; Termodinamik"
59;137746;PROFESÖR;SAKARYA ÜNİVERSİTESİ/SİYASAL BİLGİLER FAKÜLTESİ/İKTİSAT BÖLÜMÜ/İKTİSAT POLİTİKASI ANABİLİM DALI/;;;
60;43336;PROFESÖR;SAKARYA ÜNİVERSİTESİ/TIP FAKÜLTESİ/TEMEL TIP BİLİMLERİ BÖLÜMÜ/HİSTOLOJİ VE EMBRİYOLOJİ ANABİLİM DALI/;Sağlık Bilimleri Temel Alanı;Histoloji ve Embriyoloji;
61;136036;PROFESÖR;SAKARYA ÜNİVERSİTESİ/MÜHENDİSLİK FAKÜLTESİ/ENDÜSTRİ MÜHENDİSLİĞİ BÖLÜMÜ/ENDÜSTRİ MÜHENDİSLİĞİ ANABİLİM DALI/;;;
62;5201;PROFESÖR;SAKARYA ÜNİVERSİTESİ/SİYASAL BİLGİLER FAKÜLTESİ/ULUSLARARASI İLİŞKİLER BÖLÜMÜ/DEVLETLER HUKUKU ANABİLİM DALI/;;;
63;123530;PROFESÖR;SAKARYA ÜNİVERSİTESİ/MÜHENDİSLİK FAKÜLTESİ/İNŞAAT MÜHENDİSLİĞİ BÖLÜMÜ/İNŞAAT MÜHENDİSLİĞİ ANABİLİM DALI/;Mühendislik Temel Alanı;İnşaat Mühendisliği;" Hidroloji ; Su Kaynakları ve Su Yapıları ; Akışkanlar Mekaniği"
64;12070;PROFESÖR;SAKARYA ÜNİVERSİTESİ/EĞİTİM FAKÜLTESİ/TÜRKÇE VE SOSYAL BİLİMLER EĞİTİMİ BÖLÜMÜ/TÜRKÇE EĞİTİMİ ANABİLİM DALI/;Filoloji Temel Alanı;Türk Dili; Yeni Türk Dili (Eski Anadolu- Osmanlı- Türkiye Türkçesi)
65;10385;PROFESÖR;SAKARYA ÜNİVERSİTESİ/FEN-EDEBİYAT FAKÜLTESİ/TARİH BÖLÜMÜ/TÜRKİYE CUMHURİYETİ TARİHİ ANABİLİM DALI/;Sosyal-Beşeri ve İdari Bilimler Temel Alanı;Atatürk İlkeleri ve Cumhuriyet Tarihi; Atatürk İlkeleri ve Cumhuriyet Tarihi
66;137968;PROFESÖR;SAKARYA ÜNİVERSİTESİ/İLAHİYAT FAKÜLTESİ/TEMEL İSLAM BİLİMLERİ BÖLÜMÜ/HADİS ANABİLİM DALI/;İlahiyat Temel Alanı;Temel İslam Bilimleri; Hadis
67;11486;PROFESÖR;SAKARYA ÜNİVERSİTESİ/MÜHENDİSLİK FAKÜLTESİ/İNŞAAT MÜHENDİSLİĞİ BÖLÜMÜ/İNŞAAT MÜHENDİSLİĞİ ANABİLİM DALI/;Mühendislik Temel Alanı;İnşaat Mühendisliği;" Betonarme Yapılar ; Deprem  ; Yapı Dinamiği"
68;141746;PROFESÖR;SAKARYA ÜNİVERSİTESİ/TIP FAKÜLTESİ/DAHİLİ TIP BİLİMLERİ BÖLÜMÜ/KARDİYOLOJİ ANABİLİM DALI/;Sağlık Bilimleri Temel Alanı;Kardiyoloji;
69;16862;PROFESÖR;SAKARYA ÜNİVERSİTESİ/SİYASAL BİLGİLER FAKÜLTESİ/ULUSLARARASI İLİŞKİLER BÖLÜMÜ/DEVLETLER HUKUKU ANABİLİM DALI/;Sosyal-Beşeri ve İdari Bilimler Temel Alanı;Uluslararası İlişkiler;" Uluslararası Siyaset ; Türk Dış Politikası ; Uyuşmazlık Çözümü"
70;1194;PROFESÖR;SAKARYA ÜNİVERSİTESİ/MÜHENDİSLİK FAKÜLTESİ/ELEKTRİK-ELEKTRONİK MÜHENDİSLİĞİ BÖLÜMÜ/ELEKTRİK-ELEKTRONİK MÜHENDİSLİĞİ ANABİLİM DALI/;Mühendislik Temel Alanı;Elektrik-Elektronik Mühendisliği;" Elektrik Enerjisi ve Güç Sistemleri ; Aydınlatma ; Yenilenebilir Enerji Sistemleri"
71;4465;PROFESÖR;SAKARYA ÜNİVERSİTESİ/TIP FAKÜLTESİ/CERRAHİ TIP BİLİMLERİ BÖLÜMÜ/TIBBİ PATOLOJİ ANABİLİM DALI/;Sağlık Bilimleri Temel Alanı;Tıbbi Patoloji;
72;138940;PROFESÖR;SAKARYA ÜNİVERSİTESİ/İŞLETME FAKÜLTESİ/İŞLETME BÖLÜMÜ/ÜRETİM YÖNETİMİ VE PAZARLAMA ANABİLİM DALI/;Sosyal-Beşeri ve İdari Bilimler Temel Alanı;Pazarlama;
73;12344;PROFESÖR;SAKARYA ÜNİVERSİTESİ/SİYASAL BİLGİLER FAKÜLTESİ/MALİYE BÖLÜMÜ/MALİ İKTİSAT ANABİLİM DALI/;Sosyal-Beşeri ve İdari Bilimler Temel Alanı;Maliye;" Mali İktisat ; Maliye Kuramı ; Kamu Ekonomisi"
74;7339;PROFESÖR;SAKARYA ÜNİVERSİTESİ/MÜHENDİSLİK FAKÜLTESİ/METALURJİ VE MALZEME MÜHENDİSLİĞİ BÖLÜMÜ/METALURJİ VE MALZEME MÜHENDİSLİĞİ ANABİLİM DALI/;Mühendislik Temel Alanı;Malzeme ve Metalurji Mühendisliği;" Kaplama Teknolojisi ; Malzeme Karekterizasyonu ; Biyomalzeme"
75;136946;PROFESÖR;SAKARYA ÜNİVERSİTESİ/EĞİTİM FAKÜLTESİ/MATEMATİK VE FEN BİLİMLERİ EĞİTİMİ BÖLÜMÜ/FEN BİLGİSİ EĞİTİMİ ANABİLİM DALI/;Eğitim Bilimleri ve Öğretmen Yetiştirme Temel Alanı;Temel Eğitim; Fen Bilgisi Eğitimi
76;5351;PROFESÖR;SAKARYA ÜNİVERSİTESİ/FEN-EDEBİYAT FAKÜLTESİ/COĞRAFYA BÖLÜMÜ/FİZİKİ COĞRAFYA ANABİLİM DALI/;Ziraat ve Orman ve Su Ürünleri Temel Alanı;Toprak Bilimi ve Bitki Besleme;" Bitki Besleme ve Toprak Verimliliği ; Toprak Ekolojisi ; Toprak Mikrobiyolojisi"
77;170927;PROFESÖR;SAKARYA ÜNİVERSİTESİ/TIP FAKÜLTESİ/CERRAHİ TIP BİLİMLERİ BÖLÜMÜ/GENEL CERRAHİ ANABİLİM DALI/;Sağlık Bilimleri Temel Alanı;Genel Cerrahi;
78;54249;PROFESÖR;SAKARYA ÜNİVERSİTESİ/FEN-EDEBİYAT FAKÜLTESİ/FİZİK BÖLÜMÜ/NÜKLEER FİZİK ANABİLİM DALI/;Fen Bilimleri ve Matematik Temel Alanı;Fizik; Nükleer Fizik
79;11174;PROFESÖR;SAKARYA ÜNİVERSİTESİ/EĞİTİM FAKÜLTESİ/YABANCI DİLLER EĞİTİMİ BÖLÜMÜ/İNGİLİZ DİLİ EĞİTİMİ ANABİLİM DALI/;Sosyal-Beşeri ve İdari Bilimler Temel Alanı;Dilbilimi;" Söylem Çözümlemesi ; Dil Kullanım Bilimi ; Ruhdilbilimi"
80;22815;PROFESÖR;SAKARYA ÜNİVERSİTESİ/İLAHİYAT FAKÜLTESİ/FELSEFE VE DİN BİLİMLERİ BÖLÜMÜ/DİNLER TARİHİ ANABİLİM DALI/;İlahiyat Temel Alanı;Felsefe ve Din Bilimleri; Dinler Tarihi
