;id;unvan;gorevyeri;anahtarkelime;anahtarkelime2;ilgi
1216;233597;DOKTOR ÖĞRETİM ÜYESİ;SAKARYA ÜNİVERSİTESİ/SANAT, TASARIM VE MİMARLIK FAKÜLTESİ/SERAMİK VE CAM TASARIMI BÖLÜMÜ/SERAMİK ANASANAT DALI/;Güzel Sanatlar Temel Alanı;Plastik Sanatlar;" Disiplinler Arası Sanat ; Enstelasyon-Yerleştirme ; Video Sanatı"
1217;252498;DOKTOR ÖĞRETİM ÜYESİ;SAKARYA ÜNİVERSİTESİ/TIP FAKÜLTESİ/CERRAHİ TIP BİLİMLERİ BÖLÜMÜ/GÖZ HASTALIKLARI ANABİLİM DALI/;Sağlık Bilimleri Temel Alanı;Göz Hastalıkları;
1218;127869;DOKTOR ÖĞRETİM ÜYESİ;SAKARYA ÜNİVERSİTESİ/İŞLETME FAKÜLTESİ/İNSAN KAYNAKLARI YÖNETİMİ BÖLÜMÜ/PERFORMANS VE KARİYER YÖNETİMİ ANABİLİM DALI/;Sosyal-Beşeri ve İdari Bilimler Temel Alanı;Yönetim ve Strateji;
1219;137446;DOKTOR ÖĞRETİM ÜYESİ;SAKARYA ÜNİVERSİTESİ/MÜHENDİSLİK FAKÜLTESİ/ELEKTRİK-ELEKTRONİK MÜHENDİSLİĞİ BÖLÜMÜ/ELEKTRİK-ELEKTRONİK MÜHENDİSLİĞİ ANABİLİM DALI/;Mühendislik Temel Alanı;Elektrik-Elektronik Mühendisliği; Görüntü İşleme
1220;54417;DOKTOR ÖĞRETİM ÜYESİ;SAKARYA ÜNİVERSİTESİ/SANAT, TASARIM VE MİMARLIK FAKÜLTESİ/GÖRSEL İLETİŞİM TASARIMI BÖLÜMÜ/GÖRSEL İLETİŞİM TASARIMI ANASANAT DALI/;Sosyal-Beşeri ve İdari Bilimler Temel Alanı;İletişim Çalışmaları;
1221;185486;DOKTOR ÖĞRETİM ÜYESİ;SAKARYA ÜNİVERSİTESİ/İLAHİYAT FAKÜLTESİ/TEMEL İSLAM BİLİMLERİ BÖLÜMÜ/TASAVVUF ANABİLİM DALI/;İlahiyat Temel Alanı;Temel İslam Bilimleri;
1222;23448;DOKTOR ÖĞRETİM ÜYESİ;SAKARYA ÜNİVERSİTESİ/SİYASAL BİLGİLER FAKÜLTESİ/MALİYE BÖLÜMÜ/MALİ HUKUK ANABİLİM DALI/;Sosyal-Beşeri ve İdari Bilimler Temel Alanı;Maliye;" Mali Hukuk ; Kamu Maliyesi ; Maliye Kuramı"
1223;54146;DOKTOR ÖĞRETİM ÜYESİ;SAKARYA ÜNİVERSİTESİ/EĞİTİM FAKÜLTESİ/ÖZEL EĞİTİM BÖLÜMÜ/ZİHİN ENGELLİLER EĞİTİMİ ANABİLİM DALI/;Eğitim Bilimleri ve Öğretmen Yetiştirme Temel Alanı;Özel Eğitim;
1224;239892;DOKTOR ÖĞRETİM ÜYESİ;SAKARYA ÜNİVERSİTESİ/SANAT, TASARIM VE MİMARLIK FAKÜLTESİ/ŞEHİR VE BÖLGE PLANLAMA BÖLÜMÜ/ŞEHİR VE BÖLGE PLANLAMA ANABİLİM DALI/;Mimarlık-Planlama-Tasarım;Şehir ve Bölge Planlama;" Şehir Tasarım ; Ulaşım Planlaması ; Şehir Planlama"
1225;114937;DOKTOR ÖĞRETİM ÜYESİ;SAKARYA ÜNİVERSİTESİ/MÜHENDİSLİK FAKÜLTESİ/MAKİNE MÜHENDİSLİĞİ BÖLÜMÜ/MAKİNE MÜHENDİSLİĞİ ANABİLİM DALI/;Mühendislik Temel Alanı;Makine Mühendisliği;" Akışkanlar Mekaniği ; Hesaplamalı Akışkanlar Dinamiği ; Yenilenebilir Enerji Sistemleri "
1226;138095;DOKTOR ÖĞRETİM ÜYESİ;SAKARYA ÜNİVERSİTESİ/SAKARYA SAĞLIK HİZMETLERİ MESLEK YÜKSEKOKULU/TIBBİ HİZMETLER VE TEKNİKLER BÖLÜMÜ/TIBBİ DOKÜMANTASYON VE SEKRETERLİK PR./;Mühendislik Temel Alanı;Çevre Bilimleri ve Mühendisliği;
1227;136850;DOKTOR ÖĞRETİM ÜYESİ;SAKARYA ÜNİVERSİTESİ/FEN-EDEBİYAT FAKÜLTESİ/COĞRAFYA BÖLÜMÜ/FİZİKİ COĞRAFYA ANABİLİM DALI/;Sosyal-Beşeri ve İdari Bilimler Temel Alanı;Fiziki Coğrafya;" Klimatoloji ; Türkiye Fiziki Coğrafyası"
1228;23212;DOKTOR ÖĞRETİM ÜYESİ;SAKARYA ÜNİVERSİTESİ/SİYASAL BİLGİLER FAKÜLTESİ/ÇALIŞMA EKONOMİSİ VE ENDÜSTRİ İLİŞKİLERİ BÖLÜMÜ/SOSYAL SİYASET VE SOSYAL GÜVENLİK ANABİLİM DALI/;Sosyal-Beşeri ve İdari Bilimler Temel Alanı;Sosyal Politika;" Çalışma Ekonomisi ve Endüstri İlişkileri ; Bakım Hizmetleri"
1229;154042;DOKTOR ÖĞRETİM ÜYESİ;SAKARYA ÜNİVERSİTESİ/EĞİTİM FAKÜLTESİ/YABANCI DİLLER EĞİTİMİ BÖLÜMÜ/İNGİLİZ DİLİ EĞİTİMİ ANABİLİM DALI/;Eğitim Bilimleri ve Öğretmen Yetiştirme Temel Alanı;Yabancı Dil Eğitimi; İngilizce
1230;30357;DOKTOR ÖĞRETİM ÜYESİ;SAKARYA ÜNİVERSİTESİ/FEN-EDEBİYAT FAKÜLTESİ/ALMAN DİLİ VE EDEBİYATI BÖLÜMÜ/ALMAN DİLİ VE EDEBİYATI ANABİLİM DALI/;Filoloji Temel Alanı;Dünya Dilleri ve Edebiyatları; Alman Dili ve Edebiyatı
1231;130333;DOKTOR ÖĞRETİM ÜYESİ;SAKARYA ÜNİVERSİTESİ/İŞLETME FAKÜLTESİ/YÖNETİM BİLİŞİM SİSTEMLERİ BÖLÜMÜ/YÖNETİM BİLİŞİM SİSTEMLERİ ANABİLİM DALI/;Sosyal-Beşeri ve İdari Bilimler Temel Alanı;Yönetim Bilişim Sistemleri;
1232;253963;DOKTOR ÖĞRETİM ÜYESİ;SAKARYA ÜNİVERSİTESİ/İLETİŞİM FAKÜLTESİ/İLETİŞİM TASARIMI VE MEDYA BÖLÜMÜ/İLETİŞİM TASARIMI VE MEDYA ANABİLİM DALI/;Sosyal-Beşeri ve İdari Bilimler Temel Alanı;İletişim Çalışmaları;" Kişilerarası İletişim ; İletişim Psikolojisi ; İletişim Araştırmaları"
1233;138209;DOKTOR ÖĞRETİM ÜYESİ;SAKARYA ÜNİVERSİTESİ/FEN-EDEBİYAT FAKÜLTESİ/TÜRK DİLİ VE EDEBİYATI BÖLÜMÜ/ESKİ TÜRK DİLİ ANABİLİM DALI/;Filoloji Temel Alanı;Türk Dili;" Eski Türk Dili (Orhun- Uygur- Karahanlı) ; Tarihi Kuzey Doğu Türk Dili (Harezm- Kıpçak- Çağatay) ; Yeni Türk Dili (Eski Anadolu- Osmanlı- Türkiye Türkçesi)"
1234;186248;DOKTOR ÖĞRETİM ÜYESİ;SAKARYA ÜNİVERSİTESİ/SİYASAL BİLGİLER FAKÜLTESİ/EKONOMETRİ BÖLÜMÜ/İSTATİSTİK ANABİLİM DALI/;Sosyal-Beşeri ve İdari Bilimler Temel Alanı;Finans;" Finansal Risk Yönetimi ; Yatırımlar ve Portföy Yönetimi ; Davranışsal Finans "
1235;202721;DOKTOR ÖĞRETİM ÜYESİ;SAKARYA ÜNİVERSİTESİ/HUKUK FAKÜLTESİ/ÖZEL HUKUK BÖLÜMÜ/TİCARET HUKUK ANABİLİM DALI/;Hukuk Temel Alanı;Ticaret Hukuku; Ticaret Hukuku
1236;174618;DOKTOR ÖĞRETİM ÜYESİ;SAKARYA ÜNİVERSİTESİ/HUKUK FAKÜLTESİ/ÖZEL HUKUK BÖLÜMÜ/MİLLETLERARASI ÖZEL HUKUK ANABİLİM DALI/;Hukuk Temel Alanı;Milletlerarası Özel Hukuk;
1237;189462;DOKTOR ÖĞRETİM ÜYESİ;SAKARYA ÜNİVERSİTESİ/TIP FAKÜLTESİ/TEMEL TIP BİLİMLERİ BÖLÜMÜ/FİZYOLOJİ ANABİLİM DALI/;Sağlık Bilimleri Temel Alanı;Fizyoloji;
1238;136249;DOKTOR ÖĞRETİM ÜYESİ;SAKARYA ÜNİVERSİTESİ/FEN-EDEBİYAT FAKÜLTESİ/COĞRAFYA BÖLÜMÜ/FİZİKİ COĞRAFYA ANABİLİM DALI/;Sosyal-Beşeri ve İdari Bilimler Temel Alanı;Fiziki Coğrafya;" Biyocoğrafya ; Coğrafi Bilgi Sistemleri ; Uzaktan Algılama"
1239;271221;DOKTOR ÖĞRETİM ÜYESİ;SAKARYA ÜNİVERSİTESİ/SANAT, TASARIM VE MİMARLIK FAKÜLTESİ/SERAMİK VE CAM TASARIMI BÖLÜMÜ/SERAMİK ANASANAT DALI/;Güzel Sanatlar Temel Alanı;Plastik Sanatlar; Seramik
1240;170632;DOKTOR ÖĞRETİM ÜYESİ;SAKARYA ÜNİVERSİTESİ/TIP FAKÜLTESİ/DAHİLİ TIP BİLİMLERİ BÖLÜMÜ/NÖROLOJİ ANABİLİM DALI/;Sağlık Bilimleri Temel Alanı;Nöroloji;
1241;111114;DOKTOR ÖĞRETİM ÜYESİ;SAKARYA ÜNİVERSİTESİ/DEVLET KONSERVATUVARI/TÜRK HALK OYUNLARI BÖLÜMÜ/TÜRK HALK OYUNLARI ANASANAT DALI/;Güzel Sanatlar Temel Alanı;Sahne Sanatları;" Dans ve Koreografi ; Halk Dansları ; Çağdaş Dans"
1242;131777;DOKTOR ÖĞRETİM ÜYESİ;SAKARYA ÜNİVERSİTESİ/SAĞLIK BİLİMLERİ FAKÜLTESİ/HEMŞİRELİK BÖLÜMÜ/ÇOCUK SAĞLIĞI VE HASTALIKLARI HEMŞİRELİĞİ ANABİLİM DALI/;Sağlık Bilimleri Temel Alanı;Çocuk Sağlığı ve Hastalıkları Hemşireliği;
1243;136151;DOKTOR ÖĞRETİM ÜYESİ;SAKARYA ÜNİVERSİTESİ/SİYASAL BİLGİLER FAKÜLTESİ/SİYASET BİLİMİ VE KAMU YÖNETİMİ BÖLÜMÜ/HUKUK BİLİMLERİ ANABİLİM DALI/;Sosyal-Beşeri ve İdari Bilimler Temel Alanı;Siyaset Bilimi;" Karşılaştırmalı Siyasi Hareketler ; Karşılaştırmalı Siyasi Kurumlar ; Türk Siyasal Hayatı"
1244;218172;DOKTOR ÖĞRETİM ÜYESİ;SAKARYA ÜNİVERSİTESİ/İŞLETME FAKÜLTESİ/İŞLETME BÖLÜMÜ/TİCARET HUKUKU ANABİLİM DALI/;Hukuk Temel Alanı;Medeni Hukuk;
1245;134985;DOKTOR ÖĞRETİM ÜYESİ;SAKARYA ÜNİVERSİTESİ/DİŞ HEKİMLİĞİ FAKÜLTESİ/KLİNİK BİLİMLER BÖLÜMÜ/PERİODONTOLOJİ ANABİLİM DALI/;Sağlık Bilimleri Temel Alanı;Periodontoloji;
1246;136959;DOKTOR ÖĞRETİM ÜYESİ;SAKARYA ÜNİVERSİTESİ/EĞİTİM FAKÜLTESİ/TEMEL EĞİTİM BÖLÜMÜ/SINIF EĞİTİMİ ANABİLİM DALI/;Eğitim Bilimleri ve Öğretmen Yetiştirme Temel Alanı;Temel Eğitim;
1247;53314;DOKTOR ÖĞRETİM ÜYESİ;SAKARYA ÜNİVERSİTESİ/EĞİTİM FAKÜLTESİ/EĞİTİM BİLİMLERİ BÖLÜMÜ/EĞİTİM PROGRAMLARI VE ÖĞRETİM ANABİLİM DALI/;Eğitim Bilimleri ve Öğretmen Yetiştirme Temel Alanı;Eğitim Bilimleri;" Eğitim Programları ve Öğretim ; Hayat Boyu Öğrenme ; Yetişkin Eğitimi"
1248;203089;DOKTOR ÖĞRETİM ÜYESİ;SAKARYA ÜNİVERSİTESİ/EĞİTİM FAKÜLTESİ/TEMEL EĞİTİM BÖLÜMÜ/SINIF EĞİTİMİ ANABİLİM DALI/;Eğitim Bilimleri ve Öğretmen Yetiştirme Temel Alanı;Temel Eğitim; Hayat Bilgisi Eğitimi
1249;20952;DOKTOR ÖĞRETİM ÜYESİ;SAKARYA ÜNİVERSİTESİ/EĞİTİM FAKÜLTESİ/ÖZEL EĞİTİM BÖLÜMÜ/ZİHİN ENGELLİLER EĞİTİMİ ANABİLİM DALI/;Eğitim Bilimleri ve Öğretmen Yetiştirme Temel Alanı;Temel Eğitim; Fen Bilgisi Eğitimi
1250;115339;DOKTOR ÖĞRETİM ÜYESİ;SAKARYA ÜNİVERSİTESİ/İLAHİYAT FAKÜLTESİ/TEMEL İSLAM BİLİMLERİ BÖLÜMÜ/TEFSİR ANABİLİM DALI/;İlahiyat Temel Alanı;Temel İslam Bilimleri; Tefsir
1251;136401;DOKTOR ÖĞRETİM ÜYESİ;SAKARYA ÜNİVERSİTESİ/MÜHENDİSLİK FAKÜLTESİ/İNŞAAT MÜHENDİSLİĞİ BÖLÜMÜ/İNŞAAT MÜHENDİSLİĞİ ANABİLİM DALI/;Mühendislik Temel Alanı;İnşaat Mühendisliği;" Çelik Yapılar ; Deprem "
1252;207099;DOKTOR ÖĞRETİM ÜYESİ;SAKARYA ÜNİVERSİTESİ/ADAPAZARI MESLEK YÜKSEKOKULU/BİLGİSAYAR TEKNOLOJİLERİ BÖLÜMÜ/BİLGİSAYAR PROGRAMCILIĞI PR. /;Mühendislik Temel Alanı;Endüstri Mühendisliği;" Kalite Yönetimi ; Sistem Mühendisliği ; Üretim ve Hizmet Sistemleri"
1253;136143;DOKTOR ÖĞRETİM ÜYESİ;SAKARYA ÜNİVERSİTESİ/FEN-EDEBİYAT FAKÜLTESİ/FELSEFE BÖLÜMÜ/FELSEFE TARİHİ ANABİLİM DALI/;Sosyal-Beşeri ve İdari Bilimler Temel Alanı;Felsefe; Toplum ve Siyaset Felsefesi
1254;197165;DOKTOR ÖĞRETİM ÜYESİ;SAKARYA ÜNİVERSİTESİ/DİŞ HEKİMLİĞİ FAKÜLTESİ/KLİNİK BİLİMLER BÖLÜMÜ/PEDODONTİ ANABİLİM DALI/;;;
1255;180866;DOKTOR ÖĞRETİM ÜYESİ;SAKARYA ÜNİVERSİTESİ/TIP FAKÜLTESİ/DAHİLİ TIP BİLİMLERİ BÖLÜMÜ/HALK SAĞLIĞI ANABİLİM DALI/;Sağlık Bilimleri Temel Alanı;Halk Sağlığı;
1256;139121;DOKTOR ÖĞRETİM ÜYESİ;SAKARYA ÜNİVERSİTESİ/SİYASAL BİLGİLER FAKÜLTESİ/ÇALIŞMA EKONOMİSİ VE ENDÜSTRİ İLİŞKİLERİ BÖLÜMÜ/İNSAN KAYNAKLARI YÖNETİMİ ANABİLİM DALI/;Sosyal-Beşeri ve İdari Bilimler Temel Alanı;Sosyal Politika;" Çalışma Ekonomisi ve Endüstri İlişkileri ; Çalışma Psikolojisi"
1257;256757;DOKTOR ÖĞRETİM ÜYESİ;SAKARYA ÜNİVERSİTESİ/İLAHİYAT FAKÜLTESİ/FELSEFE VE DİN BİLİMLERİ BÖLÜMÜ/İSLAM FELSEFESİ ANABİLİM DALI/;İlahiyat Temel Alanı;Felsefe ve Din Bilimleri;
1258;181560;DOKTOR ÖĞRETİM ÜYESİ;SAKARYA ÜNİVERSİTESİ/İŞLETME FAKÜLTESİ/İŞLETME BÖLÜMÜ/YÖNETİM VE ORGANİZASYON ANABİLİM DALI/;Sosyal-Beşeri ve İdari Bilimler Temel Alanı;Yönetim ve Strateji; Örgütsel Davranış
1259;101946;DOKTOR ÖĞRETİM ÜYESİ;SAKARYA ÜNİVERSİTESİ/FEN-EDEBİYAT FAKÜLTESİ/FİZİK BÖLÜMÜ/NÜKLEER FİZİK ANABİLİM DALI/;Fen Bilimleri ve Matematik Temel Alanı;Fizik; Nükleer Fizik
1260;255112;DOKTOR ÖĞRETİM ÜYESİ;SAKARYA ÜNİVERSİTESİ/İŞLETME FAKÜLTESİ/İNSAN KAYNAKLARI YÖNETİMİ BÖLÜMÜ/İNSAN KAYNAKLARI PLANLAMASI VE GELİŞTİRMESİ ANABİLİM DALI/;Sosyal-Beşeri ve İdari Bilimler Temel Alanı;Yönetim ve Strateji; İnsan Kaynakları Yönetimi
1261;276203;DOKTOR ÖĞRETİM ÜYESİ;SAKARYA ÜNİVERSİTESİ/TIP FAKÜLTESİ/CERRAHİ TIP BİLİMLERİ BÖLÜMÜ/GENEL CERRAHİ ANABİLİM DALI/;;;
1262;137362;DOKTOR ÖĞRETİM ÜYESİ;SAKARYA ÜNİVERSİTESİ/EĞİTİM FAKÜLTESİ/MATEMATİK VE FEN BİLİMLERİ EĞİTİMİ BÖLÜMÜ/MATEMATİK EĞİTİMİ ANABİLİM DALI/;Eğitim Bilimleri ve Öğretmen Yetiştirme Temel Alanı;Matematik ve Fen Bilimleri Eğitimi; Matematik Eğitimi
1263;136173;DOKTOR ÖĞRETİM ÜYESİ;SAKARYA ÜNİVERSİTESİ/MÜHENDİSLİK FAKÜLTESİ/MAKİNE MÜHENDİSLİĞİ BÖLÜMÜ/MAKİNE MÜHENDİSLİĞİ ANABİLİM DALI/;Mühendislik Temel Alanı;Makine Mühendisliği;" Üretim Teknolojileri ; Toz Teknolojisi ; Malzeme Tasarım ve Davranışları"
1264;156174;DOKTOR ÖĞRETİM ÜYESİ;SAKARYA ÜNİVERSİTESİ/TIP FAKÜLTESİ/TEMEL TIP BİLİMLERİ BÖLÜMÜ/TIBBİ BİYOKİMYA ANABİLİM DALI/;Sağlık Bilimleri Temel Alanı;Tıbbi Biyokimya;
1265;37589;DOKTOR ÖĞRETİM ÜYESİ;SAKARYA ÜNİVERSİTESİ/FEN-EDEBİYAT FAKÜLTESİ/SANAT TARİHİ BÖLÜMÜ/TÜRK-İSLAM SANATI ANABİLİM DALI/;Sosyal-Beşeri ve İdari Bilimler Temel Alanı;Türk İslam Sanatı;" Mimari ; Türk-İslam Sanatları Tarihi"
1266;50425;DOKTOR ÖĞRETİM ÜYESİ;SAKARYA ÜNİVERSİTESİ/DEVLET KONSERVATUVARI/TÜRK HALK OYUNLARI BÖLÜMÜ/TÜRK HALK OYUNLARI ANASANAT DALI/;Filoloji Temel Alanı;Türk Halk Bilimi;" Türkiye Sahası Türk Halk Bilimi ; Türkiye Dışındaki Türk Halk Bilimi "
1267;108948;DOKTOR ÖĞRETİM ÜYESİ;SAKARYA ÜNİVERSİTESİ/FEN-EDEBİYAT FAKÜLTESİ/KİMYA BÖLÜMÜ/ANORGANİK KİMYA ANABİLİM DALI/;Fen Bilimleri ve Matematik Temel Alanı;Kimya; Analitik Kimya
1268;271110;DOKTOR ÖĞRETİM ÜYESİ;SAKARYA ÜNİVERSİTESİ/İLAHİYAT FAKÜLTESİ/İSLAM TARİHİ VE SANATLARI BÖLÜMÜ/İSLAM TARİHİ ANABİLİM DALI/;İlahiyat Temel Alanı;İslam Tarihi ve Sanatları; İslam Tarihi
1269;155372;DOKTOR ÖĞRETİM ÜYESİ;SAKARYA ÜNİVERSİTESİ/TIP FAKÜLTESİ/DAHİLİ TIP BİLİMLERİ BÖLÜMÜ/NÜKLEER TIP ANABİLİM DALI/;Sağlık Bilimleri Temel Alanı;Nükleer Tıp;
1270;136244;DOKTOR ÖĞRETİM ÜYESİ;SAKARYA ÜNİVERSİTESİ/İŞLETME FAKÜLTESİ/ULUSLARARASI TİCARET BÖLÜMÜ/ULUSLARARASI İŞLETMECİLİK ANABİLİM DALI/;Sosyal-Beşeri ve İdari Bilimler Temel Alanı;Yönetim ve Strateji;" Stratejik Yönetim ; Uluslararası İşletmecilik"
1271;136135;DOKTOR ÖĞRETİM ÜYESİ;SAKARYA ÜNİVERSİTESİ/MÜHENDİSLİK FAKÜLTESİ/ENDÜSTRİ MÜHENDİSLİĞİ BÖLÜMÜ/ENDÜSTRİ MÜHENDİSLİĞİ ANABİLİM DALI/;Mühendislik Temel Alanı;Endüstri Mühendisliği;" İmalat Sistemleri Yönetimi ; Tedarik Zinciri ve Lojistik Yönetimi"
1272;197315;DOKTOR ÖĞRETİM ÜYESİ;SAKARYA ÜNİVERSİTESİ/EĞİTİM FAKÜLTESİ/EĞİTİM BİLİMLERİ BÖLÜMÜ/REHBERLİK VE PSİKOLOJİK DANIŞMANLIK ANABİLİM DALI/;Eğitim Bilimleri ve Öğretmen Yetiştirme Temel Alanı;Rehberlik ve Psikolojik Danışmanlık;" Psikolojik Danışmanlık Eğitimi ; Aile Danışmanlığı ; Kariyer Danışmanlığı"
1273;272958;DOKTOR ÖĞRETİM ÜYESİ;SAKARYA ÜNİVERSİTESİ/MÜHENDİSLİK FAKÜLTESİ/İNŞAAT MÜHENDİSLİĞİ BÖLÜMÜ/;Mühendislik Temel Alanı;İnşaat Mühendisliği;" Akışkanlar Mekaniği ; Hidroloji ; Su Kaynakları ve Su Yapıları"
1274;136262;DOKTOR ÖĞRETİM ÜYESİ;SAKARYA ÜNİVERSİTESİ/ADAPAZARI MESLEK YÜKSEKOKULU/ELEKTRONİK VE OTOMASYON BÖLÜMÜ/MEKATRONİK PR. /;Sosyal-Beşeri ve İdari Bilimler Temel Alanı;Yönetim Bilişim Sistemleri;" Bilgi Yönetimi ; E-İş ; Bilişim Sistemleri"
1275;24998;DOKTOR ÖĞRETİM ÜYESİ;SAKARYA ÜNİVERSİTESİ/FEN-EDEBİYAT FAKÜLTESİ/ALMAN DİLİ VE EDEBİYATI BÖLÜMÜ/ALMAN DİLİ VE EDEBİYATI ANABİLİM DALI/;Filoloji Temel Alanı;Çeviribilim; Çeviribilim
1276;157330;DOKTOR ÖĞRETİM ÜYESİ;SAKARYA ÜNİVERSİTESİ/DİŞ HEKİMLİĞİ FAKÜLTESİ/KLİNİK BİLİMLER BÖLÜMÜ/ENDODONTİ ANABİLİM DALI/;Sağlık Bilimleri Temel Alanı;Endodonti;
1277;112479;DOKTOR ÖĞRETİM ÜYESİ;SAKARYA ÜNİVERSİTESİ/SİYASAL BİLGİLER FAKÜLTESİ/SİYASET BİLİMİ VE KAMU YÖNETİMİ BÖLÜMÜ/SİYASET VE SOSYAL BİLİMLER ANABİLİM DALI/;Sosyal-Beşeri ve İdari Bilimler Temel Alanı;Siyasal Hayat ve Kurumlar;" Türk Siyasal Hayatı ; Siyaset Sosyolojisi ; Anayasa ve Siyasal Kurumlar"
1278;60300;DOKTOR ÖĞRETİM ÜYESİ;SAKARYA ÜNİVERSİTESİ/FEN-EDEBİYAT FAKÜLTESİ/FELSEFE BÖLÜMÜ/SİSTEMATİK FELSEFE VE MANTIK ANABİLİM DALI/;Sosyal-Beşeri ve İdari Bilimler Temel Alanı;Felsefe;" Estetik ; Yirminci Yüzyıl Felsefesi"
1279;186849;DOKTOR ÖĞRETİM ÜYESİ;SAKARYA ÜNİVERSİTESİ/İŞLETME FAKÜLTESİ/İNSAN KAYNAKLARI YÖNETİMİ BÖLÜMÜ/PERFORMANS VE KARİYER YÖNETİMİ ANABİLİM DALI/;Sosyal-Beşeri ve İdari Bilimler Temel Alanı;Yönetim ve Strateji; Örgütsel Davranış
1280;199963;DOKTOR ÖĞRETİM ÜYESİ;SAKARYA ÜNİVERSİTESİ/FEN-EDEBİYAT FAKÜLTESİ/SOSYAL HİZMET BÖLÜMÜ/BİREY VE TOPLUM SORUNLARI ANABİLİM DALI/;Sosyal-Beşeri ve İdari Bilimler Temel Alanı;Sosyoloji;" Sosyal Demografi ; Kültür Sosyolojisi ; Din Sosyolojisi"
1281;136250;DOKTOR ÖĞRETİM ÜYESİ;SAKARYA ÜNİVERSİTESİ/FEN-EDEBİYAT FAKÜLTESİ/TARİH BÖLÜMÜ/TÜRKİYE CUMHURİYETİ TARİHİ ANABİLİM DALI/;Sosyal-Beşeri ve İdari Bilimler Temel Alanı;Yakınçağ Tarihi;
1282;110016;DOKTOR ÖĞRETİM ÜYESİ;SAKARYA ÜNİVERSİTESİ/SİYASAL BİLGİLER FAKÜLTESİ/ULUSLARARASI İLİŞKİLER BÖLÜMÜ/DEVLETLER HUKUKU ANABİLİM DALI/;Sosyal-Beşeri ve İdari Bilimler Temel Alanı;Uluslararası İlişkiler;" Avrupa Birliği-Türkiye İlişkileri ; Uluslararası Kurumlar"
1283;136149;DOKTOR ÖĞRETİM ÜYESİ;SAKARYA ÜNİVERSİTESİ/İŞLETME FAKÜLTESİ/İŞLETME BÖLÜMÜ/MUHASEBE VE FİNANSMAN ANABİLİM DALI/;Sosyal-Beşeri ve İdari Bilimler Temel Alanı;Finans;
1284;60462;DOKTOR ÖĞRETİM ÜYESİ;SAKARYA ÜNİVERSİTESİ/FEN-EDEBİYAT FAKÜLTESİ/ÇEVİRİBİLİM BÖLÜMÜ/MÜTERCİM TERCÜMANLIK  ANABİLİM DALI/;Filoloji Temel Alanı;Çeviribilim; Çeviribilim
1285;286724;DOKTOR ÖĞRETİM ÜYESİ;SAKARYA ÜNİVERSİTESİ/TIP FAKÜLTESİ/DAHİLİ TIP BİLİMLERİ BÖLÜMÜ/RADYOLOJİ ANABİLİM DALI/;Sağlık Bilimleri Temel Alanı;Radyoloji;
1286;277045;DOKTOR ÖĞRETİM ÜYESİ;SAKARYA ÜNİVERSİTESİ/DEVLET KONSERVATUVARI/TEMEL BİLİMLER BÖLÜMÜ/TEMEL BİLİMLER ANASANAT DALI/;Güzel Sanatlar Temel Alanı;Müzik;" Klasik  Türk  Müziği ( Sanat Müziği ) ; Yorumculuk ; Müzik Teorileri"
1287;131778;DOKTOR ÖĞRETİM ÜYESİ;SAKARYA ÜNİVERSİTESİ/SİYASAL BİLGİLER FAKÜLTESİ/MALİYE BÖLÜMÜ/MALİ HUKUK ANABİLİM DALI/;Sosyal-Beşeri ve İdari Bilimler Temel Alanı;Maliye;" Maliye Kuramı ; Kamu Maliyesi"
1288;136023;DOKTOR ÖĞRETİM ÜYESİ;SAKARYA ÜNİVERSİTESİ/MÜHENDİSLİK FAKÜLTESİ/ÇEVRE MÜHENDİSLİĞİ BÖLÜMÜ/ÇEVRE MÜHENDİSLİĞİ ANABİLİM DALI/;Mühendislik Temel Alanı;Çevre Bilimleri ve Mühendisliği;" Çevre Kimyası ; Su ve atıksu arıtma ; Yenilenebilir Enerji Kaynakları"
1289;22412;DOKTOR ÖĞRETİM ÜYESİ;SAKARYA ÜNİVERSİTESİ/TIP FAKÜLTESİ/TEMEL TIP BİLİMLERİ BÖLÜMÜ/TIBBİ BİYOLOJİ ANABİLİM DALI/;Sağlık Bilimleri Temel Alanı;Tıbbi Biyoloji;
1290;19924;DOKTOR ÖĞRETİM ÜYESİ;SAKARYA ÜNİVERSİTESİ/MÜHENDİSLİK FAKÜLTESİ/METALURJİ VE MALZEME MÜHENDİSLİĞİ BÖLÜMÜ/METALURJİ VE MALZEME MÜHENDİSLİĞİ ANABİLİM DALI/;Mühendislik Temel Alanı;Malzeme ve Metalurji Mühendisliği;" Kaplama Teknolojisi ; Malzeme Karekterizasyonu ; Hesaplamalı Malzeme Bilimleri"
1291;24880;DOKTOR ÖĞRETİM ÜYESİ;SAKARYA ÜNİVERSİTESİ/SİYASAL BİLGİLER FAKÜLTESİ/EKONOMETRİ BÖLÜMÜ/İSTATİSTİK ANABİLİM DALI/;Sosyal-Beşeri ve İdari Bilimler Temel Alanı;Nicel Karar Yöntemleri;" Çok Kıstaslı Karar Verme ; Yöneylem Araştırması"
1292;157508;DOKTOR ÖĞRETİM ÜYESİ;SAKARYA ÜNİVERSİTESİ/MÜHENDİSLİK FAKÜLTESİ/GIDA MÜHENDİSLİĞİ BÖLÜMÜ/GIDA MÜHENDİSLİĞİ ANABİLİM DALI/;Mühendislik Temel Alanı;Gıda Bilimleri ve Mühendisliği; Gıda Mikrobiyolojisi
